ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductStyle,ProductCost,ProductPrice,DiscountPrice,SKUType,Price Point,SKU Category
508,16,"FR-T67Y-54","LL Touring Frame - Yellow, 54","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Yellow","U",199.85,333.42,283.41,"FR-T67Y","Mid-Range","FR"
509,16,"FR-T67Y-58","LL Touring Frame - Yellow, 58","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Yellow","U",199.85,333.42,283.41,"FR-T67Y","Mid-Range","FR"
510,16,"FR-T67U-44","LL Touring Frame - Blue, 44","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Blue","U",199.85,333.42,283.41,"FR-T67U","Mid-Range","FR"
524,12,"FR-M21S-42","LL Mountain Frame - Silver, 42","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Silver","U",144.59,264.05,224.44,"FR-M21S","Mid-Range","FR"
525,12,"FR-M21S-44","LL Mountain Frame - Silver, 44","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Silver","U",144.59,264.05,224.44,"FR-M21S","Mid-Range","FR"
526,12,"FR-M21S-48","LL Mountain Frame - Silver, 48","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Silver","U",144.59,264.05,224.44,"FR-M21S","Mid-Range","FR"
527,12,"FR-M21S-52","LL Mountain Frame - Silver, 52","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Silver","U",144.59,264.05,224.44,"FR-M21S","Mid-Range","FR"
551,12,"FR-M21S-40","LL Mountain Frame - Silver, 40","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Silver","U",144.59,264.05,224.44,"FR-M21S","Mid-Range","FR"
560,3,"BK-T44U-60","Touring-2000 Blue, 60","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Blue","U",755.15,1214.85,1032.62,"BK-T44U","High","BK"
561,3,"BK-T79Y-46","Touring-1000 Yellow, 46","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Yellow","U",1481.94,2384.07,2026.46,"BK-T79Y","High","BK"
562,3,"BK-T79Y-50","Touring-1000 Yellow, 50","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Yellow","U",1481.94,2384.07,2026.46,"BK-T79Y","High","BK"
563,3,"BK-T79Y-54","Touring-1000 Yellow, 54","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Yellow","U",1481.94,2384.07,2026.46,"BK-T79Y","High","BK"
564,3,"BK-T79Y-60","Touring-1000 Yellow, 60","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Yellow","U",1481.94,2384.07,2026.46,"BK-T79Y","High","BK"
565,3,"BK-T18U-54","Touring-3000 Blue, 54","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Blue","U",461.44,742.35,631,"BK-T18U","High","BK"
566,3,"BK-T18U-58","Touring-3000 Blue, 58","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Blue","U",461.44,742.35,631,"BK-T18U","High","BK"
567,3,"BK-T18U-62","Touring-3000 Blue, 62","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Blue","U",461.44,742.35,631,"BK-T18U","High","BK"
568,3,"BK-T18Y-44","Touring-3000 Yellow, 44","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Yellow","U",461.44,742.35,631,"BK-T18Y","High","BK"
569,3,"BK-T18Y-50","Touring-3000 Yellow, 50","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Yellow","U",461.44,742.35,631,"BK-T18Y","High","BK"
570,3,"BK-T18Y-54","Touring-3000 Yellow, 54","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Yellow","U",461.44,742.35,631,"BK-T18Y","High","BK"
571,3,"BK-T18Y-58","Touring-3000 Yellow, 58","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Yellow","U",461.44,742.35,631,"BK-T18Y","High","BK"
572,3,"BK-T18Y-62","Touring-3000 Yellow, 62","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Yellow","U",461.44,742.35,631,"BK-T18Y","High","BK"
573,3,"BK-T79U-46","Touring-1000 Blue, 46","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Blue","U",1481.94,2384.07,2026.46,"BK-T79U","High","BK"
574,3,"BK-T79U-50","Touring-1000 Blue, 50","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Blue","U",1481.94,2384.07,2026.46,"BK-T79U","High","BK"
575,3,"BK-T79U-54","Touring-1000 Blue, 54","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Blue","U",1481.94,2384.07,2026.46,"BK-T79U","High","BK"
576,3,"BK-T79U-60","Touring-1000 Blue, 60","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Blue","U",1481.94,2384.07,2026.46,"BK-T79U","High","BK"
577,3,"BK-T44U-46","Touring-2000 Blue, 46","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Blue","U",755.15,1214.85,1032.62,"BK-T44U","High","BK"
578,3,"BK-T44U-50","Touring-2000 Blue, 50","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Blue","U",755.15,1214.85,1032.62,"BK-T44U","High","BK"
579,3,"BK-T44U-54","Touring-2000 Blue, 54","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Blue","U",755.15,1214.85,1032.62,"BK-T44U","High","BK"
585,3,"BK-T18U-44","Touring-3000 Blue, 44","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Blue","U",461.44,742.35,631,"BK-T18U","High","BK"
586,3,"BK-T18U-50","Touring-3000 Blue, 50","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Blue","U",461.44,742.35,631,"BK-T18U","High","BK"
591,1,"BK-M18S-40","Mountain-500 Silver, 40","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Silver","U",308.22,564.99,480.24,"BK-M18S","High","BK"
592,1,"BK-M18S-42","Mountain-500 Silver, 42","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Silver","U",308.22,564.99,480.24,"BK-M18S","High","BK"
593,1,"BK-M18S-44","Mountain-500 Silver, 44","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Silver","U",308.22,564.99,480.24,"BK-M18S","High","BK"
594,1,"BK-M18S-48","Mountain-500 Silver, 48","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Silver","U",308.22,564.99,480.24,"BK-M18S","High","BK"
595,1,"BK-M18S-52","Mountain-500 Silver, 52","Mountain-500","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Silver","U",308.22,564.99,480.24,"BK-M18S","High","BK"
